chr1	5386	6387	1R-2	.	-	chr1	6134	6135	-248	chr1	5826	5827	60
chr1	5736	6737	ST3634	.	-	chr1	6302	6303	-66	chr1	6134	6135	102
chr1	8759	9760	ST3635	.	-	chr1	9403	9404	-144	chr1	9223	9224	36
chr1	8867	9868	ST0001	.	+	chr1	9223	9224	-144	chr1	9403	9404	36
chr1	10639	11640	ST3636	.	-	chr1	11350	11351	-211	chr1	11095	11096	44
chr1	10769	11770	1F-1	.	+	chr1	11095	11096	-174	chr1	11350	11351	81
chr1	12622	13623	1F-3	.	+	chr1	12910	12911	-212	chr1	13279	13280	157
chr1	13226	14227	1F-4	.	+	chr1	13664	13665	-62	chr1	13835	13836	109
chr1	17479	18480	1R-5	.	-	chr1	18046	18047	-67	chr1	17807	17808	172
chr1	23851	24852	1F-11	.	+	chr1	24183	24184	-168	chr1	24352	24353	1
chr1	24313	25314	1F-12	.	+	chr1	24679	24680	-134	chr1	24877	24878	64
chr1	26574	27575	1F-14	.	+	chr1	26276	26277	-798	chr1	27305	27306	231
chr1	29245	30246	1R-16	.	-	chr1	29910	29911	-165	chr1	29716	29717	29
chr1	29271	30272	ST3637	.	-	chr1	29910	29911	-139	chr1	29716	29717	55
chr1	29516	30517	1F-15	.	+	chr1	29910	29911	-106	chr1	30104	30105	88
chr1	29571	30572	ST0002	.	+	chr1	29910	29911	-161	chr1	30104	30105	33
chr1	30391	31392	ST3638	.	-	chr1	31063	31064	-172	chr1	30881	30882	10
chr1	30651	31652	ST0003	.	+	chr1	31063	31064	-88	chr1	31220	31221	69
chr1	32247	33248	ST3639	.	-	chr1	32902	32903	-155	chr1	32716	32717	31
chr1	32859	33860	ST0004	.	+	chr1	33201	33202	-158	chr1	33373	33374	14
chr1	33879	34880	ST3640	.	-	chr1	34701	34702	-322	chr1	34347	34348	32
chr1	33947	34948	1R-18	.	-	chr1	34701	34702	-254	chr1	34347	34348	100
chr1	34247	35248	ST3641	.	-	chr1	34858	34859	-111	chr1	34701	34702	46
chr1	34595	35596	ST0005	.	+	chr1	35037	35038	-58	chr1	35248	35249	153
chr1	34880	35881	1R-20	.	-	chr1	35408	35409	-28	chr1	35248	35249	132
chr1	35847	36848	ST3642	.	-	chr1	36586	36587	-239	chr1	36160	36161	187
chr1	36043	37044	ST0006	.	+	chr1	36160	36161	-383	chr1	36586	36587	43
chr1	36907	37908	ST0007	.	+	chr1	37229	37230	-178	chr1	37446	37447	39
chr1	38715	39716	ST0008	.	+	chr1	38972	38973	-243	chr1	39274	39275	59
chr1	41659	42660	ST0009	.	+	chr1	41919	41920	-240	chr1	42219	42220	60
chr1	42627	43628	1F-23	.	+	chr1	43096	43097	-31	chr1	43263	43264	136
chr1	42939	43940	ST0010	.	+	chr1	43263	43264	-176	chr1	43478	43479	39
chr1	43047	44048	ST3643	.	-	chr1	43645	43646	-98	chr1	43478	43479	69
chr1	44497	45498	1F-25	.	+	chr1	44988	44989	-9	chr1	45176	45177	179
chr1	44567	45568	ST3644	.	-	chr1	45176	45177	-109	chr1	44988	44989	79
chr1	45259	46260	ST0011	.	+	chr1	45597	45598	-162	chr1	45805	45806	46
chr1	48011	49012	ST0012	.	+	chr1	48241	48242	-270	chr1	48559	48560	48
chr1	52157	53158	ST3645	.	-	chr1	52884	52885	-227	chr1	52604	52605	53
chr1	54341	55342	ST3646	.	-	chr1	54949	54950	-108	chr1	54745	54746	96
chr1	56421	57422	ST3647	.	-	chr1	57028	57029	-107	chr1	56819	56820	102
chr1	56917	57918	ST3648	.	-	chr1	57547	57548	-130	chr1	57351	57352	66
chr1	57001	58002	ST0013	.	+	chr1	57351	57352	-150	chr1	57547	57548	46
chr1	57981	58982	ST3649	.	-	chr1	58720	58721	-239	chr1	58423	58424	58
chr1	60589	61590	ST3650	.	-	chr1	61329	61330	-240	chr1	61024	61025	65
chr1	60777	61778	ST0014	.	+	chr1	61024	61025	-253	chr1	61329	61330	52
chr1	62289	63290	ST0015	.	+	chr1	62530	62531	-259	chr1	62823	62824	34
chr1	65227	66228	1R-35	.	-	chr1	65836	65837	-109	chr1	65497	65498	230
chr1	67349	68350	ST3651	.	-	chr1	68017	68018	-168	chr1	67827	67828	22
chr1	67461	68462	ST3652	.	-	chr1	68017	68018	-56	chr1	67827	67828	134
chr1	68196	69197	1F-32	.	+	chr1	68222	68223	-474	chr1	68724	68725	28
chr1	68217	69218	ST0016	.	+	chr1	68222	68223	-495	chr1	68724	68725	7
chr1	69109	70110	ST3653	.	-	chr1	69948	69949	-339	chr1	69537	69538	72
chr1	71014	72015	1R-39	.	-	chr1	71830	71831	-316	chr1	71407	71408	107
chr1	71177	72178	ST0017	.	+	chr1	71407	71408	-270	chr1	71830	71831	153
chr1	73433	74434	ST0018	.	+	chr1	73874	73875	-59	chr1	74049	74050	116
chr1	74193	75194	1R-40	.	-	chr1	74751	74752	-58	chr1	74583	74584	110
chr1	75709	76710	ST3654	.	-	chr1	76443	76444	-234	chr1	76153	76154	56
chr1	75881	76882	ST0019	.	+	chr1	76153	76154	-228	chr1	76443	76444	62
chr1	79193	80194	ST0020	.	+	chr1	79267	79268	-426	chr1	79730	79731	37
chr1	82085	83086	ST3655	.	-	chr1	82767	82768	-182	chr1	82530	82531	55
chr1	82193	83194	ST0021	.	+	chr1	82530	82531	-163	chr1	82767	82768	74
chr1	84005	85006	ST3656	.	-	chr1	84716	84717	-211	chr1	84449	84450	56
chr1	86573	87574	ST3657	.	-	chr1	87314	87315	-241	chr1	87028	87029	45
chr1	86761	87762	ST0022	.	+	chr1	87028	87029	-233	chr1	87314	87315	53
chr1	92013	93014	ST3658	.	-	chr1	92902	92903	-389	chr1	92447	92448	66
chr1	92353	93354	ST0023	.	+	chr1	92447	92448	-406	chr1	92902	92903	49
chr1	94105	95106	ST0024	.	+	chr1	94430	94431	-175	chr1	94653	94654	48
chr1	99285	100286	ST3659	.	-	chr1	99977	99978	-192	chr1	99729	99730	56
chr1	100669	101670	ST3660	.	-	chr1	101442	101443	-273	chr1	101136	101137	33
chr1	105485	106486	ST3661	.	-	chr1	106172	106173	-187	chr1	105924	105925	61
chr1	108165	109166	ST3662	.	-	chr1	108935	108936	-270	chr1	108595	108596	70
chr1	109965	110966	ST3663	.	-	chr1	110673	110674	-208	chr1	110399	110400	66
chr1	112933	113934	ST3664	.	-	chr1	113625	113626	-192	chr1	113352	113353	81
chr1	114181	115182	ST3665	.	-	chr1	114848	114849	-167	chr1	114582	114583	99
chr1	119361	120362	ST0026	.	+	chr1	119592	119593	-269	chr1	119910	119911	49
chr1	124297	125298	ST0027	.	+	chr1	124600	124601	-197	chr1	124852	124853	55
chr1	127573	128574	ST3666	.	-	chr1	128388	128389	-315	chr1	128043	128044	30
chr1	128573	129574	ST3667	.	-	chr1	129283	129284	-210	chr1	129007	129008	66
chr1	128737	129738	ST0028	.	+	chr1	129007	129008	-230	chr1	129283	129284	46
chr1	130199	131200	ST0029	.	+	chr1	130459	130460	-240	chr1	130769	130770	70
chr1	131695	132696	ST0030	.	+	chr1	131971	131972	-224	chr1	132237	132238	42
chr1	133458	134459	1R-55	.	-	chr1	134011	134012	-53	chr1	133871	133872	87
chr1	135204	136205	ST3668	.	-	chr1	135873	135874	-169	chr1	135653	135654	51
chr1	135320	136321	ST0031	.	+	chr1	135653	135654	-167	chr1	135873	135874	53
chr1	136360	137361	ST0032	.	+	chr1	136704	136705	-156	chr1	136893	136894	33
chr1	137243	138244	1F-60	.	+	chr1	137428	137429	-315	chr1	137748	137749	5
chr1	137948	138949	ST3669	.	-	chr1	138649	138650	-201	chr1	138371	138372	77
chr1	138104	139105	ST0033	.	+	chr1	138371	138372	-233	chr1	138649	138650	45
chr1	138651	139652	tP_28UGG_29A	.	+	chr1	138996	138997	-155	chr1	139417	139418	266
chr1	141180	142181	ST3670	.	-	chr1	142188	142189	-508	chr1	141592	141593	88
chr1	141624	142625	ST0034	.	+	chr1	141592	141593	-532	chr1	142188	142189	64
chr1	142936	143937	ST0035	.	+	chr1	143285	143286	-151	chr1	143645	143646	209
chr1	143096	144097	ST0036	.	+	chr1	143285	143286	-311	chr1	143645	143646	49
chr1	150708	151709	ST3671	.	-	chr1	151355	151356	-147	chr1	151147	151148	61
chr1	151532	152533	ST3672	.	-	chr1	152260	152261	-228	chr1	151985	151986	47
chr1	151712	152713	ST0037	.	+	chr1	151985	151986	-227	chr1	152260	152261	48
chr1	154260	155261	ST3673	.	-	chr1	154991	154992	-231	chr1	154708	154709	52
chr1	154432	155433	ST0038	.	+	chr1	154708	154709	-224	chr1	154991	154992	59
chr1	158196	159197	ST3674	.	-	chr1	158913	158914	-217	chr1	158635	158636	61
chr1	158360	159361	ST0039	.	+	chr1	158635	158636	-225	chr1	158913	158914	53
chr1	165766	166767	tA_28UGC_29A	.	+	chr1	166114	166115	-152	chr1	166268	166269	2
chr1	168531	169532	ST3675	.	-	chr1	169305	169306	-274	chr1	168980	168981	51
chr1	168759	169760	ST0040	.	+	chr1	168980	168981	-279	chr1	169305	169306	46
chr1	169999	171000	ST0041	.	+	chr1	170366	170367	-133	chr1	170537	170538	38
chr1	171227	172228	ST3676	.	-	chr1	171955	171956	-228	chr1	171691	171692	36
chr1	171560	172561	1F-72	.	+	chr1	171955	171956	-105	chr1	172146	172147	86
chr1	174680	175681	ST3677	.	-	chr1	175348	175349	-168	chr1	175121	175122	59
chr1	179756	180757	ST0043	.	+	chr1	180040	180041	-216	chr1	180271	180272	15
chr1	179899	180900	1F-75	.	+	chr1	180271	180272	-128	chr1	180445	180446	46
chr1	180455	181456	1R-79	.	-	chr1	180975	180976	-20	chr1	180795	180796	160
chr1	180640	181641	tL_28CAA_29A	.	+	chr1	180975	180976	-165	chr1	181385	181386	245
chr1	181308	182309	1R-80	.	-	chr1	181875	181876	-67	chr1	181725	181726	83
chr1	182102	183103	tS_28AGA_29A	.	-	chr1	182609	182610	-7	chr1	182406	182407	196
chr1	183098	184099	1R-83	.	-	chr1	183741	183742	-143	chr1	183462	183463	136
chr1	184336	185337	ST0044	.	+	chr1	184642	184643	-194	chr1	184885	184886	49
chr1	185857	186858	1R-85	.	-	chr1	186454	186455	-97	chr1	186259	186260	98
chr1	187634	188635	1R-87	.	-	chr1	188413	188414	-279	chr1	188086	188087	48
chr1	188613	189614	1R-90	.	-	chr1	189419	189420	-306	chr1	189006	189007	107
chr1	189496	190497	ST0045	.	+	chr1	189894	189895	-102	chr1	190052	190053	56
chr1	189546	190547	1R-91	.	-	chr1	190052	190053	-6	chr1	189894	189895	152
chr1	191700	192701	ST3678	.	-	chr1	192312	192313	-112	chr1	192139	192140	61
chr1	192088	193089	ST0046	.	+	chr1	192312	192313	-276	chr1	192632	192633	44
chr1	196166	197167	1F-89	.	+	chr1	196631	196632	-35	chr1	196802	196803	136
chr1	196778	197779	1F-90	.	+	chr1	197166	197167	-112	chr1	197334	197335	56
chr1	198280	199281	ST0047	.	+	chr1	198567	198568	-213	chr1	198793	198794	13
chr1	199925	200926	ST3679	.	-	chr1	200668	200669	-243	chr1	200376	200377	49
chr1	200117	201118	1F-93	.	+	chr1	200376	200377	-241	chr1	200668	200669	51
chr1	203776	204777	1R-99	.	-	chr1	205918	205919	-1642	chr1	204259	204260	17
chr1	206194	207195	1R-101	.	-	chr1	206955	206956	-261	chr1	206604	206605	90
chr1	206981	207982	1R-103	.	-	chr1	207512	207513	-31	chr1	207169	207170	312
chr1	210306	211307	1R-107	.	-	chr1	211124	211125	-318	chr1	210680	210681	126
chr1	220181	221182	1R-108	.	-	chr1	220696	220697	-15	chr1	220475	220476	206
chr1	228910	229911	TEL01R_X_element	.	+	chr1	229334	229335	-76	chr1	229584	229585	174
chr1	228910	229911	TEL01R_X_element	.	+	chr1	229334	229335	-76	chr1	229584	229585	174
chr10	7266	8267	TEL10L_X_element	.	-	chr10	8337	8338	-571	chr10	3593	3594	4173
chr10	21396	22397	ST1694	.	+	chr10	21641	21642	-255	chr10	21929	21930	33
chr10	22256	23257	ST5378	.	-	chr10	23045	23046	-289	chr10	22724	22725	32
chr10	22452	23453	ST1695	.	+	chr10	22724	22725	-228	chr10	23045	23046	93
chr10	27868	28869	ST1696	.	+	chr10	28293	28294	-75	chr10	28518	28519	150
chr10	29665	30666	10F-6	.	+	chr10	30132	30133	-33	chr10	30294	30295	129
chr10	30224	31225	10R-6	.	-	chr10	30956	30957	-232	chr10	30663	30664	61
chr10	30924	31925	ST1697	.	+	chr10	31128	31129	-296	chr10	31717	31718	293
chr10	30991	31992	10F-9	.	+	chr10	31128	31129	-363	chr10	31717	31718	226
chr10	31324	32325	ST1698	.	+	chr10	31717	31718	-107	chr10	31909	31910	85
chr10	33036	34037	ST1699	.	+	chr10	33473	33474	-63	chr10	33661	33662	125
chr10	35792	36793	ST5380	.	-	chr10	36449	36450	-157	chr10	36252	36253	40
chr10	36028	37029	ST1700	.	+	chr10	36449	36450	-79	chr10	36777	36778	249
chr10	37412	38413	ST1701	.	+	chr10	37686	37687	-226	chr10	37967	37968	55
chr10	40736	41737	ST5381	.	-	chr10	41483	41484	-247	chr10	41196	41197	40
chr10	46952	47953	ST5382	.	-	chr10	47712	47713	-260	chr10	47393	47394	59
chr10	49488	50489	ST5383	.	-	chr10	50058	50059	-70	chr10	49883	49884	105
chr10	49513	50514	10F-15	.	+	chr10	49883	49884	-130	chr10	50058	50059	45
chr10	49612	50613	ST1702	.	+	chr10	50058	50059	-54	chr10	50255	50256	143
chr10	49952	50953	ST5384	.	-	chr10	50806	50807	-354	chr10	50429	50430	23
chr10	52704	53705	ST5385	.	-	chr10	53351	53352	-147	chr10	53121	53122	83
chr10	52796	53797	ST1703	.	+	chr10	53121	53122	-175	chr10	53351	53352	55
chr10	53836	54837	ST1704	.	+	chr10	54131	54132	-205	chr10	54418	54419	82
chr10	57651	58652	10F-18	.	+	chr10	58056	58057	-95	chr10	58227	58228	76
chr10	58432	59433	ST5386	.	-	chr10	59172	59173	-240	chr10	58880	58881	52
chr10	58671	59672	tT_28AGU_29J	.	-	chr10	59172	59173	-1	chr10	58880	58881	291
chr10	58796	59797	10F-22	.	+	chr10	59172	59173	-124	chr10	59329	59330	33
chr10	60301	61302	ST1705	.	+	chr10	60507	60508	-294	chr10	60836	60837	35
chr10	63097	64098	ST5388	.	-	chr10	63805	63806	-208	chr10	63528	63529	69
chr10	63229	64230	ST1706	.	+	chr10	63528	63529	-201	chr10	63805	63806	76
chr10	67309	68310	ST1707	.	+	chr10	67527	67528	-282	chr10	67985	67986	176
chr10	67313	68314	10F-25	.	+	chr10	67527	67528	-286	chr10	67985	67986	172
chr10	68457	69458	ST5389	.	-	chr10	68973	68974	-16	chr10	68793	68794	164
chr10	68805	69806	ST1708	.	+	chr10	68973	68974	-332	chr10	69310	69311	5
chr10	70861	71862	ST1709	.	+	chr10	71141	71142	-220	chr10	71403	71404	42
chr10	72953	73954	ST5390	.	-	chr10	73806	73807	-353	chr10	73392	73393	61
chr10	73253	74254	ST1710	.	+	chr10	73392	73393	-361	chr10	73806	73807	53
chr10	74881	75882	ST5391	.	-	chr10	75706	75707	-325	chr10	75272	75273	109
chr10	75297	76298	ST5392	.	-	chr10	75972	75973	-175	chr10	75706	75707	91
chr10	75397	76398	ST1711	.	+	chr10	75706	75707	-191	chr10	75972	75973	75
chr10	76261	77262	ST1712	.	+	chr10	76723	76724	-38	chr10	76898	76899	137
chr10	76318	77319	10F-32	.	+	chr10	76723	76724	-95	chr10	76898	76899	80
chr10	78841	79842	ST5393	.	-	chr10	79388	79389	-47	chr10	79220	79221	121
chr10	79474	80475	10R-21	.	-	chr10	80151	80152	-177	chr10	79855	79856	119
chr10	79490	80491	ST5394	.	-	chr10	80151	80152	-161	chr10	79855	79856	135
chr10	79614	80615	ST1713	.	+	chr10	79855	79856	-259	chr10	80151	80152	37
chr10	82490	83491	ST5395	.	-	chr10	83228	83229	-238	chr10	82981	82982	9
chr10	82730	83731	ST5396	.	-	chr10	83445	83446	-215	chr10	83228	83229	2
chr10	82742	83743	ST1714	.	+	chr10	83228	83229	-14	chr10	83445	83446	203
chr10	83510	84511	ST1715	.	+	chr10	83775	83776	-235	chr10	84047	84048	37
